event_id,event_name,event_type,event_url,locale,start_date,start_time,timezone,status,venue_id,venue_name,venue_city,venue_state,venue_country,venue_address,venue_postal_code,venue_latitude,venue_longitude,segment_name,genre_name,sub_genre_name,attraction_id,attraction_name,min_price,max_price,currency
Za5ju3rKuqZDvddxC8OEPGgyPvYixhKBVF,Elf - New Orleans,event,,en-us,2024-12-03,19:30:00,America/Chicago,offsale,Za5ju3rKuqZBR8wHW0q_dIQq0-EAFy9fZ,Saenger Theatre,New Orleans,Louisiana,United States Of America,1111 Canal Street,70112,29.956130000000006,-90.07276,,,,,,,,
rZ7HnEZ1AK4z7V,"F*ck That, Erin Mckeown's Anti-Holiday Spectacular",event,https://www.ticketweb.com/event/fck-that-erin-mckeowns-anti-space-tickets/13578134,en-us,2024-12-03,19:30:00,America/Chicago,onsale,rZ7HnEZa5n1,SPACE,Evanston,Illinois,United States Of America,1245 Chicago Avenue,60202,42.040884,-87.680254,Music,Pop,Singer-Songwriter,K8vZ91759Df,Erin McKeown,15.0,25.0,USD
rZ7HnEZ1AKb0O7,Phora w/ Tyla Yaweh,event,https://www.ticketweb.com/event/phora-w-tyla-yaweh-union-stage-tickets/13624804,en-us,2024-12-03,20:30:00,America/New_York,onsale,rZ7HnEZ17oy0A,Union Stage,Washington,District of Columbia,United States Of America,740 Water Street SW,20024,38.878870,-77.024060,Music,Hip-Hop/Rap,Hip-Hop/Rap,K8vZ917obT7,Phora,,,
rZ7HnEZ1AKbo4V,"David Garfield….""LA + NYC + Nashville” featuring special guests Robbie Wyckoff, Randy Brecker, Mark Douthit, Steve Porcaro, James Harrah, Jimmy Earl, John ""J.R"" Robinson, Wendy Moten + Special Guests",event,https://www.ticketweb.com/event/david-garfieldla-nyc-3rd-and-lindsley-tickets/13611574,en-us,2024-12-03,19:30:00,America/Chicago,onsale,rZ7HnEZadyf,3rd and Lindsley,Nashville,Tennessee,United States Of America,818 3rd Ave. S,37210,36.152076,-86.770085,Music,Other,,,,24.76,24.76,USD
rZ7HnEZ1AKfxA0,Comedy Beast,event,https://www.ticketweb.com/event/comedy-beast-howlin-wolf-tickets/13522164,en-us,2024-12-03,19:30:00,America/Chicago,onsale,rZ7HnEZadnq,Howlin' Wolf,New Orleans,Louisiana,United States Of America,907 South Peters,70130,29.94601,-90.065775,Undefined,,,,,5.0,5.0,USD
rZ7HnEZ1AKp4G0,Anna Kolchina Quartet,event,https://www.ticketweb.com/event/anna-kolchina-quartet-birdland-theater-tickets/13595324,en-us,2024-12-03,20:30:00,America/New_York,onsale,rZ7HnEZ174KrF,Birdland Theater,New York,New York,United States Of America,315 West 44th Street,10036,40.7590167,-73.9896861,Music,Jazz,Jazz,,,30.06,40.61,USD
rZ7HnEZ1AKqy4d,Wishbone Ash Live at The Hobart Art Theater!,event,https://www.ticketweb.com/event/wishbone-ash-live-at-the-hobart-art-theatre-tickets/13779543,en-us,2024-12-03,19:30:00,America/Chicago,onsale,rZ7HnEZ173aaP,Hobart Art Theatre,Hobart,Indiana,United States Of America,230 Main St.,46342,41.5322663,-87.2551843,Music,Rock,Progressive Rock,K8vZ9171G7f,Wishbone Ash,32.5,50.0,USD
rZ7HnEZ1AfZpQd,Connor Stewart Quartet with Jason Marsalis,event,https://www.ticketweb.com/event/connor-stewart-quartet-with-jason-snug-harbor-jazz-bistro-tickets/14016683,en-us,2024-12-03,19:30:00,America/Chicago,onsale,rZ7HnEZ174zuz,Snug Harbor Jazz Bistro,New Orleans,Louisiana,United States Of America,626 Frenchmen St,70116,29.964167,-90.057912,Music,Jazz,Jazz,,,25.0,25.0,USD
vv17jZbfGkTqWS_z,Feeding America Eastern Wisconsin: Hearts In Harmony,event,https://www.ticketmaster.com/feeding-america-eastern-wisconsin-hearts-in-appleton-wisconsin-12-03-2024/event/0700614FDDF73678,en-us,2024-12-03,19:30:00,America/Chicago,onsale,KovZpa3aIe,Fox Cities PAC,Appleton,Wisconsin,United States Of America,400 W. College Avenue,54911,44.26255700,-88.41178500,Arts & Theatre,Classical,Symphonic,K8vZ91748Ef,Fox Valley Symphony,25.0,100.0,USD
vv1AvZkApGkeJU32h,Providence College Men's Basketball Vs Byu,event,https://www.ticketmaster.com/providence-college-mens-basketball-vs-byu-providence-rhode-island-12-03-2024/event/01006156A6D923DB,en-us,2024-12-03,20:30:00,America/New_York,offsale,KovZpa2gGe,Amica Mutual Pavilion,Providence,Rhode Island,United States Of America,1 Lasalle SQ,02903,41.82367038,-71.41781855,Sports,Basketball,College,K8vZ917_RdV,Providence College Men's Basketball,65.0,405.0,USD
vvG1YZb31Bh38m,106.1 KISS FM's Jingle Ball Presented by Capital One,event,https://www.ticketmaster.com/1061-kiss-fms-jingle-ball-presented-fort-worth-texas-12-03-2024/event/0C006122BA6D242E,en-us,2024-12-03,19:30:00,America/Chicago,onsale,KovZ917AOAw,Dickies Arena,Fort Worth,Texas,United States Of America,1911 Montgomery Street,76107,32.74107200,-97.36850700,Music,Rock,Pop,K8vZ9171LQf,106.1 KISS FM's Jingle Ball,28.5,386.0,USD
vvG1YZb3pnLwSZ,Suites: 106.1 Kiss Fm's Jingle Ball Presented By Capital One,event,https://www.ticketmaster.com/suites-1061-kiss-fms-jingle-ball-fort-worth-texas-12-03-2024/event/0C006125AA7F2CC0,en-us,2024-12-03,19:30:00,America/Chicago,onsale,KovZ917AOAw,Dickies Arena,Fort Worth,Texas,United States Of America,1911 Montgomery Street,76107,32.74107200,-97.36850700,Music,Rock,Pop,K8vZ917bIQf,Dickies Arena Suites,16.0,56.0,USD
vvG1YZb5hQu7RT,Shucked (Touring),event,https://www.ticketmaster.com/shucked-touring-dallas-texas-12-03-2024/event/0C0060B6DA344BFF,en-us,2024-12-03,19:30:00,America/Chicago,onsale,KovZpZAFFvnA,Music Hall At Fair Park,Dallas,Texas,United States Of America,909 1st Ave,75210,32.78037016,-96.76590197,Arts & Theatre,Theatre,Musical,K8vZ917q7u0,Shucked (Touring),30.0,150.0,USD
16tZkAoPzZA5euAk,All Star Stand Up Comedy,event,https://www.ticketweb.com/event/all-star-stand-up-comedy-broadway-comedy-club-tickets/13910173?REFERRAL_ID=tmfeed,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZpZAFntEA,Broadway Comedy Club,New York City,New York,United States Of America,318 W. 53rd St,10009,40.76453810,-73.98565590,Arts & Theatre,Comedy,Comedy,K8vZ9175W_0,Stand Up Comedy,,,
17A8vOG6C57r02k,Capitals vs Sharks (Pride),event,https://www.ticketmaster.com/capitals-vs-sharks-pride-washington-district-of-columbia-12-03-2024/event/150060E2C47A43C6,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZpaKuJe,Capital One Arena,Washington,District of Columbia,United States Of America,601 F Street NW,20004,38.89741200,-77.02002900,Sports,Hockey,NHL,K8vZ9171o8V,Washington Capitals,49.0,711.0,USD
17A8vOG6CSoVtM7,The Washington Ballet's Nutcracker,event,https://concerts.livenation.com/the-washington-ballets-nutcracker-washington-district-of-columbia-12-03-2024/event/150060ECD1D29DC4,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZpZAJv7aA,Warner Theatre,Washington,District of Columbia,United States Of America,513 13th St NW,20004,38.89612090,-77.02961010,Arts & Theatre,Dance,Dance,K8vZ917oEFf,The Washington Ballet's Nutcracker,48.0,158.0,USD
17AOvOG6ul_sgRG,Pittsburgh Penguins vs. Florida Panthers,event,https://www.ticketmaster.com/pittsburgh-penguins-vs-florida-panthers-pittsburgh-pennsylvania-12-03-2024/event/160060DAD9C75BCC,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZpZA6taeA,PPG Paints Arena,Pittsburgh,Pennsylvania,United States Of America,1001 Fifth Avenue,15219,40.43884010,-79.99085510,Sports,Hockey,NHL,K8vZ9171o8f,Pittsburgh Penguins,40.0,265.0,USD
17FOvOG6GD9Zxpv,The Front Bottoms,event,https://concerts.livenation.com/the-front-bottoms-orlando-florida-12-03-2024/event/220060CED7022581,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZpaFIme,House of Blues Orlando,Orlando,Florida,United States Of America,1490 East Lake Buena Vista Dr,32830,28.37039300,-81.50461600,Music,Rock,Alternative Rock,K8vZ917CdXf,The Front Bottoms,37.0,95.0,USD
1A4Zk7AGkdgOyYq,State Champs,event,https://concerts.livenation.com/state-champs-silver-spring-maryland-12-03-2024/event/15006105F5839C1D,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZpZA6tFlA,The Fillmore Silver Spring,Silver Spring,Maryland,United States Of America,8656 Colesville Road,20910,38.99734055,-77.02746183,Music,Rock,Pop,K8vZ917CDEV,State Champs,35.0,60.0,USD
1A4Zk7MGkeOPsTz,Suites: Capitals vs Sharks,event,https://fevo-enterprise.com/event/2024257320240903-112223027,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZpaKuJe,Capital One Arena,Washington,District of Columbia,United States Of America,601 F Street NW,20004,38.89741200,-77.02002900,Sports,Hockey,NHL,K8vZ9171o8V,Washington Capitals,,,
1A4ZkAoGkdPEI-u,MBB vs. UNC Asheville,event,https://www.ticketmaster.com/mbb-vs-unc-asheville-fairfax-virginia-12-03-2024/event/15006151E59E884D,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZpZAE76EA,EagleBank Arena,Fairfax,Virginia,United States Of America,4500 Patriot Circle,22030,38.83305130,-77.30985030,Sports,Basketball,College,K8vZ9171Dhf,George Mason University Patriots Mens Basketball,15.0,50.0,USD
1AYZke9Gkemzv3p,The Big Gay Jamboree,event,https://www.ticketmaster.com/the-big-gay-jamboree-new-york-new-york-12-03-2024/event/30006097AEE01496,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZpZAF7etA,Orpheum Theatre NYC,New York,New York,United States Of America,126 Second Ave.,10003,40.72818800,-73.98749800,Arts & Theatre,Theatre,Musical,K8vZ917jiU7,The Big Gay Jamboree,38.0,138.0,USD
1Ad0ZbaGkBtfluy,Farrell Dillon at Jimmy Kimmel's Comedy Club,event,https://www.ticketmaster.com/farrell-dillon-at-jimmy-kimmels-comedy-las-vegas-nevada-12-03-2024/event/3900609EA952B379,en-us,2024-12-03,16:00:00,America/Los_Angeles,onsale,KovZ917AOfZ,Jimmy Kimmel's Comedy Club,Las Vegas,Nevada,United States Of America,3545 S Las Vegas Blvd,89109,36.11793,-115.171531,Arts & Theatre,Magic & Illusion,Magic,K8vZ917bIq7,Farrell Dillon Comedy Magician,27.99,62.99,USD
1AdZZb3GkSicSM0,Jhené Aiko: The Magic Hour Tour,event,https://www.ticketmaster.com/jhene-aiko-the-magic-hour-tour-belmont-park-new-york-12-03-2024/event/3000612CECB73DE4,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZ917APye,UBS Arena,Belmont Park,New York,United States Of America,2400 Hempstead Turnpike,11003,40.71187893,-73.72613877,Music,R&B,R&B,K8vZ9178_T0,Jhene Aiko,20.0,242.0,USD
1AeFZb8GkgDIOS-,Jacksonville Icemen v Orlando Solar Bears,event,https://www.ticketmaster.com/jacksonville-icemen-v-orlando-solar-bears-jacksonville-florida-12-03-2024/event/2200610D7BA20CE1,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZpZAE67AA,VyStar Veterans Memorial Arena,Jacksonville,Florida,United States Of America,300 A. Philip Randolph Blvd,32202,30.32581100,-81.64505800,Sports,Hockey,Minor League,K8vZ9174Uzf,Jacksonville Icemen,20.0,80.0,USD
1ApZk7kGkdpGSGS,Dayton Flyers Men's Basketball v. Western Michigan,event,https://www.ticketmaster.com/dayton-flyers-mens-basketball-v-western-dayton-ohio-12-03-2024/event/16006106D6333333,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZpZAJkdJA,University of Dayton Arena,Dayton,Ohio,United States Of America,1801 Edwin Moses Blvd.,45417,39.73358740,-84.19981040,Sports,Basketball,College,K8vZ9171f0f,Dayton Flyers Basketball,25.0,40.0,USD
1ApZkeeGkdkdJmd,Evan Honer,event,https://www.ticketmaster.com/evan-honer-pittsburgh-pennsylvania-12-03-2024/event/16006082C60E6B83,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZ917A_J7,Spirit Hall,Pittsburgh,Pennsylvania,United States Of America,242 51st St.,15201,40.47865700,-79.95656500,Music,Country,Country,K8vZ917hr00,Evan Honer,25.0,25.0,USD
1kAOv-AFGAC6-c4,Mamma Mia! (Touring),event,https://www.ticketmaster.com/mamma-mia-touring-louisville-kentucky-12-03-2024/event/160061148E1E1B55,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZpa9qHe,Whitney Hall,Louisville,Kentucky,United States Of America,The Kentucky Center,40202,38.25729450,-85.75900720,Arts & Theatre,Theatre,Musical,K8vZ917Geq7,Mamma Mia! (Touring),66.0,136.0,USD
G5d0Z9g71o6Vm,Menopause The Musical,event,https://www.ticketmaster.com/menopause-the-musical-las-vegas-nevada-12-03-2024/event/39005F510A447D2E,en-us,2024-12-03,16:00:00,America/Los_Angeles,onsale,KovZpZAEdlnA,Harrah's Cabaret at Harrah's Las Vegas,Las Vegas,Nevada,United States Of America,3475 Las Vegas Blvd S,89109,36.11837900,-115.17262000,Arts & Theatre,Theatre,Musical,K8vZ9175_R7,Menopause The Musical,64.9,89.21,USD
G5dIZbfXx3eYw,FIFTY FIFTY: Love Sprinkle Tour,event,https://concerts.livenation.com/fifty-fifty-love-sprinkle-tour-houston-texas-12-03-2024/event/3A00614FA2482C32,en-us,2024-12-03,18:00:00,America/Chicago,onsale,KovZpZAE6k1A,House of Blues Houston,Houston,Texas,United States Of America,1204 Caroline Street,77002,29.75377797,-95.36381697,Music,Pop,K-Pop,K8vZ917q2hV,FIFTY FIFTY,40.0,199.0,USD
G5eVZb2rDdbuj,Carolina Hurricanes vs. Seattle Kraken,event,https://www.ticketmaster.com/carolina-hurricanes-vs-seattle-kraken-raleigh-north-carolina-12-03-2024/event/2D0060F7BB0D835C,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZpZAdakJA,Lenovo Center,Raleigh,North Carolina,United States Of America,1400 Edwards Mill Road,27607,35.80324200,-78.72293600,Sports,Hockey,NHL,K8vZ9171o2f,Carolina Hurricanes,29.0,338.0,USD
G5eVZbC1OZwzm,The Nutcracker presented by The South Carolina Ballet,event,https://www.ticketmaster.com/the-nutcracker-presented-by-the-south-charleston-south-carolina-12-03-2024/event/2D0060E2A0032E2E,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZpZA1vt6A,The Charleston Music Hall,Charleston,South Carolina,United States Of America,37 John St.,29403,32.78831100,-79.93680300,Arts & Theatre,Dance,Dance,,,35.0,55.0,USD
G5eVZbCHAHtCn,Charlotte Hornets vs. Philadelphia 76ers (NBA Emirates Cup Group Game),event,https://www.ticketmaster.com/charlotte-hornets-vs-philadelphia-76ers-nba-charlotte-north-carolina-12-03-2024/event/2D0060EF05F293AA,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZpZA6AEIA,Spectrum Center ,Charlotte,North Carolina,United States Of America,333 East Trade Street,28202,35.22522200,-80.83992100,Sports,Basketball,NBA,K8vZ9175Nnf,Charlotte Hornets,17.0,630.0,USD
G5vVZb2x_T01d,Sacred Heart Pioneers Men's Ice Hockey vs. Army Black Knights Mens Hockey,event,https://www.ticketmaster.com/sacred-heart-pioneers-mens-ice-hockey-fairfield-connecticut-12-03-2024/event/1D0060F899FE4283,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZ917AIsk,Martire Family Arena ,Fairfield,Connecticut,United States Of America,3135 Easton Turnpike,06825,41.21634887,-73.25247127,Sports,Hockey,College,K8vZ9171MMf,Sacred Heart Pioneers Men's Ice Hockey,10.0,125.0,USD
G5vVZbCJNyvl4,Swan Lake,event,https://www.ticketmaster.com/swan-lake-stamford-connecticut-12-03-2024/event/1D0060E9A3E41AD5,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZpZA1ltEA,Palace Theatre Stamford,Stamford,Connecticut,United States Of America,61 Atlantic St.,06901,41.05078310,-73.53954260,Arts & Theatre,Dance,Dance,K8vZ9171hXV,Swan Lake,55.0,125.0,USD
LvZ18_SaMCJg5_8ZvQDCk,Noche Buena Christmas Bar | 21+,event,https://www.universe.com/events/noche-buena-christmas-bar-21-tickets-3X4VRF?ref=ticketmaster,en-us,2024-12-03,18:00:00,America/Chicago,onsale,KovZ917AYFI,Moe's Cantina - Wrigleyville,Chicago,Illinois,United States Of America,3518 N Clark St,60657,41.94634546,-87.65580464,Miscellaneous,Holiday,Holiday,K8vZ917qjb0,Noche Buena - Chicago,,,USD
LvZ18_YOzHOY6rOZvcjbh,Light Of Christmas Drive Thru,event,https://www.universe.com/events/light-of-christmas-drive-thru-tickets-5BGL13?ref=ticketmaster,en-us,2024-12-03,18:00:00,America/Chicago,onsale,KovZpaFPJe,Rate Field,Chicago,Illinois,United States Of America,333 W 35th St,60616,41.83087610,-87.63519500,Miscellaneous,Holiday,Holiday,K8vZ917q2sf,Light of Christmas Drive Thru,,,USD
LvZ18_lV5zMqLd8ZvkThs,Tianyu Lights Festival NYC,event,https://www.universe.com/events/tianyu-lights-festival-nyc-tickets-KC65Z9?ref=ticketmaster,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZpZAalvtA,Citi Field,Queens,New York,United States Of America,41 Seaver Way,11368,40.75800500,-73.84459900,Arts & Theatre,Cultural,Cultural,K8vZ917q7P7,Tianyu Lights Festival,,,USD
LvZ18_wAGEk-46ZZvUv1s,Frosty's Christmas Bar | NYC Times Square 🗽🎄,event,https://www.universe.com/events/frostys-christmas-bar-nyc-times-square-tickets-7NSXHD?ref=ticketmaster,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZ917AYFO,Bacall's,New York,New York,United States Of America,220 W 44th St,10036,40.75791237,-73.98704654,Miscellaneous,Holiday,Holiday,K8vZ917hXMV,Frosty's Christmas Bar - New York,,,USD
LvZ18_wRLZDIhp8Zv2tty,Frosty's A Christmas Bar Houston,event,https://www.universe.com/events/frostys-a-christmas-bar-houston-tickets-PJNZ9F?ref=ticketmaster,en-us,2024-12-03,18:00:00,America/Chicago,onsale,KovZ917AYFh,Frosty's Chrismas Bar - Houston,Houston,Texas,United States Of America,2106 Dallas St Suite 100,77003,29.74940600,-95.35655900,Miscellaneous,Holiday,Holiday,K8vZ917qjb7,Frosty's Christmas Bar - Houston,,,USD
LvZ18_wVjKl_FZOZvQQun,Santa's Secret Tree house 🎅🏻 | Ages : 21+,event,https://www.universe.com/events/santas-secret-tree-house-ages-21-tickets-3HV2Q6?ref=ticketmaster,en-us,2024-12-03,18:00:00,America/Chicago,onsale,KovZ917AYFP,Tree House Chicago,Chicago,Illinois,United States Of America,149 W Kinzie St,60654,41.88888700,-87.63307600,Miscellaneous,Holiday,Holiday,K8vZ917qqHV,Santa's Secret Treehouse,,,USD
LvZ18_wfbeOpw5ZZveSm0,Frosty's A Christmas Bar Chicago,event,https://www.universe.com/events/frostys-a-christmas-bar-chicago-tickets-QDF1SZ?ref=ticketmaster,en-us,2024-12-03,18:00:00,America/Chicago,onsale,KovZ917Axjz,Frosty's Christmas Bar,Chicago,Illinois,United States Of America,809 W Evergreen Ave,60642,41.90779500,-87.67389800,Miscellaneous,Holiday,Holiday,K8vZ917hXTV,Frosty's Christmas Bar - Chicago,,,USD
Z1r9uZrrZbpZ170607,Hamilton (NY),event,https://www.ticketmaster.com/hamilton-ny-new-york-new-york-12-03-2024/event/Z1r9uZrrZbpZ170607,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZpZAdaAtA,Richard Rodgers Theatre,New York,New York,United States Of America,226 West 46th Street,10036,40.75920382,-73.98676323,Arts & Theatre,Theatre,Musical,K8vZ917K2sV,Hamilton (NY),,,
Z1r9uZrrZbpZ17JaAK,MJ,event,https://www.ticketmaster.com/mj-new-york-new-york-12-03-2024/event/Z1r9uZrrZbpZ17JaAK,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZpa2Bee,Neil Simon Theatre,New York,New York,United States Of America,250 West 52nd Street,10019,40.76314609,-73.98399646,Arts & Theatre,Theatre,Musical,K8vZ917biYV,MJ (NY),,,
Z1r9uZrrZbpZ17P0OP,Tammy Faye,event,https://www.ticketmaster.com/tammy-faye-new-york-new-york-12-03-2024/event/Z1r9uZrrZbpZ17P0OP,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZpa2BGe,Palace Theatre New York,New York,New York,United States Of America,1564 Broadway,10036,40.75910030,-73.98467890,Arts & Theatre,Theatre,Musical,K8vZ917j0W0,Tammy Faye (NY),,,
Z1r9uZrrZbpZ17P9AI,"The Lion King (New York, NY)",event,https://www.ticketmaster.com/the-lion-king-new-york-ny-new-york-new-york-12-03-2024/event/Z1r9uZrrZbpZ17P9AI,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZpZAdaAnA,Minskoff Theatre,New York,New York,United States Of America,200 West 45th Street,10036,40.75798600,-73.98577175,Arts & Theatre,Theatre,Musical,K8vZ9175gR0,"The Lion King (New York, NY)",,,
Z1r9uZrrZbpZ17PSba,Wicked (NY),event,https://www.ticketmaster.com/wicked-ny-new-york-new-york-12-03-2024/event/Z1r9uZrrZbpZ17PSba,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZpa2Uje,Gershwin Theatre,New York,New York,United States Of America,222 West 51st Street,10019,40.76254204,-73.98502682,Arts & Theatre,Theatre,Musical,K8vZ9175w1f,Wicked (NY),,,
Z1r9uZrrZbpZ1AvAN-4,Elf The Musical,event,https://www.ticketmaster.com/elf-the-musical-new-york-new-york-12-03-2024/event/Z1r9uZrrZbpZ1AvAN-4,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZpZAJEv7A,Marquis Theatre,New York,New York,United States Of America,210 West 46th Street,10036,40.75852584,-73.98577449,Arts & Theatre,Theatre,Musical,K8vZ917qaR0,Elf the Musical (NY),,,
Z1r9uZrrZbpZ1AvZb0o,Death Becomes Her,event,https://www.ticketmaster.com/death-becomes-her-new-york-new-york-12-03-2024/event/Z1r9uZrrZbpZ1AvZb0o,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZpa2U3e,Lunt-Fontanne Theatre,New York,New York,United States Of America,205 West 46th Street,10036,40.75918069,-73.98627235,Arts & Theatre,Theatre,Musical,K8vZ917jwx7,Death Becomes Her (NY),,,
Z1r9uZrrZbpZ1AvZpG_,The Who's TOMMY,event,https://www.ticketmaster.com/the-whos-tommy-new-york-new-york-12-03-2024/event/Z1r9uZrrZbpZ1AvZpG_,en-us,2024-12-03,19:00:00,America/New_York,cancelled,KovZpa2yze,Nederlander Theatre,New York,New York,United States Of America,208 West 41st Street,10036,40.75554795,-73.98823680,Arts & Theatre,Theatre,Musical,K8vZ91798of,The Who's Tommy,,,
Z1r9uZruZqGZ170EAA,Hell's Kitchen,event,https://www.ticketmaster.com/hells-kitchen-new-york-new-york-12-03-2024/event/Z1r9uZruZqGZ170EAA,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZ917AmiZ,Shubert Theatre,New York,New York,United States Of America,225 W 44th St,10036,40.75804000,-73.98735100,Arts & Theatre,Theatre,Musical,K8vZ917j9p7,Hell's Kitchen (NY),,,
Z1r9uZruZqGZ170NZf,The Outsiders,event,https://www.ticketmaster.com/the-outsiders-new-york-new-york-12-03-2024/event/Z1r9uZruZqGZ170NZf,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZ917AmnY,Bernard B. Jacobs Theatre,New York,New York,United States Of America,242 W 45th St,10036,40.75866664,-73.98775745,Arts & Theatre,Theatre,Musical,K8vZ917j9B7,The Outsiders (NY),,,
Z1r9uZruZqGZ170YA_,Our Town,event,https://www.ticketmaster.com/our-town-new-york-new-york-12-03-2024/event/Z1r9uZruZqGZ170YA_,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZ917AmnF,Ethel Barrymore Theatre,New York,New York,United States Of America,243 W 47th St,10036,40.76005896,-73.98628321,Arts & Theatre,Theatre,Drama,K8vZ9175Fq0,Our Town (NY),,,
Z1r9uZruZqGZ170Yev,Titanique,event,https://www.ticketmaster.com/titanique-new-york-new-york-12-03-2024/event/Z1r9uZruZqGZ170Yev,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZpZAIdJaA,Daryl Roth Theatre,New York,New York,United States Of America,101 E 15th Street,10003,40.73531800,-73.98944300,Arts & Theatre,Theatre,Musical,K8vZ917qa5V,Titanique,,,
Z1r9uZruZqGZ170b-b,The Notebook,event,https://www.ticketmaster.com/the-notebook-new-york-new-york-12-03-2024/event/Z1r9uZruZqGZ170b-b,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZ917Amlx,Gerald Schoenfeld Theatre,New York,New York,United States Of America,236 W 45th St,10036,40.75850600,-73.98742600,Arts & Theatre,Theatre,Musical,K8vZ917j9D7,The Notebook (NY),,,
Z1r9uZruZqGZ170k0M,Little Shop Of Horrors,event,https://www.ticketmaster.com/little-shop-of-horrors-new-york-new-york-12-03-2024/event/Z1r9uZruZqGZ170k0M,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZ917AYkN,Westside Theatre Upstairs,New York,New York,United States Of America,407 West 43rd Street,10036,40.78541366,-73.97954763,Arts & Theatre,Theatre,Musical,K8vZ917Cibf,Little Shop of Horrors (NY),,,
Z1r9uZruZqGZ170tu3,Chicago,event,https://www.ticketmaster.com/chicago-new-york-new-york-12-03-2024/event/Z1r9uZruZqGZ170tu3,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZ917Amte,Ambassador Theatre,New York,New York,United States Of America,219 West 49th Street,10019,40.76136801,-73.98502357,Arts & Theatre,Theatre,Musical,K8vZ9179Ip7,Chicago The Musical (NY),,,
Z1r9uZruZqGZ170yP8,Water for Elephants,event,https://www.ticketmaster.com/water-for-elephants-new-york-new-york-12-03-2024/event/Z1r9uZruZqGZ170yP8,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZ917Amn3,Imperial Theatre,New York,New York,United States Of America,249 W 45th St,10036,40.75910200,-73.98710600,Arts & Theatre,Theatre,Musical,K8vZ917C3A7,Water For Elephants (NY),,,
Z1r9uZruZqGZ170y_A,Maybe Happy Ending,event,https://www.ticketmaster.com/maybe-happy-ending-new-york-new-york-12-03-2024/event/Z1r9uZruZqGZ170y_A,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZ917AmtX,Belasco Theatre,New York,New York,United States Of America,111 W 44th St,10036,40.75662668,-73.98396120,Arts & Theatre,Theatre,Musical,K8vZ917qoxV,Maybe Happy Ending (NY),,,
Z1r9uZruZqGZ17P77O,Left on Tenth,event,https://www.ticketmaster.com/left-on-tenth-new-york-new-york-12-03-2024/event/Z1r9uZruZqGZ17P77O,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZ917AmnJ,James Earl Jones Theatre,New York,New York,United States Of America,138 W 48th St,10036,40.75918814,-73.98313010,Arts & Theatre,Theatre,Musical,K8vZ917jHB7,Left on Tenth (NY),,,
Z1r9uZruZqGZ17P7ad,Dungeons & Dragons: The Twenty-Sided Tavern,event,https://www.ticketmaster.com/dungeons-dragons-the-twentysided-tavern-new-york-new-york-12-03-2024/event/Z1r9uZruZqGZ17P7ad,en-us,2024-12-03,19:00:00,America/New_York,onsale,KovZ917AY6b,Stage 42,New York,New York,United States Of America,422 W 42nd St,10036,40.75880568,-73.99388613,Arts & Theatre,Theatre,Mystery,K8vZ917qo77,Dungeons and Dragons: The Twenty Sided Tavern (NY),,,
